,bed_type,calendar_last_scraped,cancellation_policy,city,country,country_code,experiences_offered,has_availability,host_acceptance_rate,host_has_profile_pic,host_identity_verified,host_is_superhost,host_response_time,instant_bookable,is_location_exact,jurisdiction_names,last_scraped,market,neighbourhood_group_cleansed,property_type,require_guest_phone_verification,require_guest_profile_picture,requires_license,room_type,smart_location,state,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,price,weekly_price,security_deposit,cleaning_fee,extra_people
2024,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,5524847,20160104002432,2608801,2.0,2.0,47.69576778601286,-122.3482072688588,5,1.0,2.0,3.0,3,2,1125,26,56,85,85,20,91.0,9.0,10.0,10.0,10.0,9.0,9.0,1,2.26,135.0,567.5573663624511,300.0,95.0,10.0
2026,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,8483744,20160104002432,39833154,1.0,1.0,47.69057411286982,-122.35162809205309,4,1.0,1.0,2.0,2,2,21,14,44,74,340,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,69.0,550.0,250.0,50.0,0.0
2028,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,3543247,20160104002432,17834927,1.0,1.0,47.69585301696276,-122.35935622173237,4,1.0,1.0,3.0,2,1,1125,18,41,62,325,58,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4.0,160.0,567.5573663624511,254.48483177054607,60.0,10.0
2029,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within a day,f,f,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,4567243,20160104002432,2855271,1.0,1.0,47.692503641215595,-122.35216340579805,4,1.0,1.0,2.0,1,7,31,2,2,2,123,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.16,75.0,490.0,254.48483177054607,50.0,0.0
2030,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,749758,20160104002432,1397063,2.0,2.0,47.694308162959274,-122.35068463853365,5,1.0,3.0,3.0,1,1,365,0,0,0,209,13,85.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0.4,98.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2031,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,4854767,20160104002432,24974793,1.0,1.0,47.69584005470615,-122.35667175232031,3,1.0,2.0,2.0,2,1,1125,29,59,89,364,19,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,1.52,109.0,732.0,200.0,75.0,25.0
2034,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,Other,f,f,f,Private room,"Seattle, WA",WA,421168,20160104002432,2094547,1.0,1.0,47.69921614825643,-122.3507160207942,2,1.0,1.0,1.0,2,1,7,20,47,77,336,209,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,4.91,69.0,567.5573663624511,254.48483177054607,10.0,0.0
2035,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,58503,20160104002432,157262,1.0,1.0,47.68752703769805,-122.35608108151442,4,1.0,2.0,3.0,2,1,30,26,56,86,361,76,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1,4.91,75.0,475.0,254.48483177054607,61.71090387374462,20.0
2036,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,7881802,20160104002432,3584237,1.0,1.0,47.68765780516935,-122.3575246427434,10,3.0,4.0,5.0,6,2,180,27,57,84,157,4,85.0,9.0,9.0,9.0,9.0,10.0,9.0,1,1.19,300.0,567.5573663624511,250.0,159.0,25.0
2038,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,within a few hours,t,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Private room,"Seattle, WA",WA,10340165,20160104002432,42627942,3.0,3.0,47.70095010578347,-122.35322061421772,2,1.0,1.0,2.0,1,1,1125,23,53,83,358,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,3,2.078918834221248,43.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2039,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,t,t,f,Private room,"Seattle, WA",WA,370361,20160104002432,1865986,2.0,2.0,47.68348314871843,-122.35705388667769,2,1.0,1.0,1.0,2,3,30,26,46,76,351,113,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2.47,85.0,550.0,254.48483177054607,50.0,0.0
2041,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Private room,"Seattle, WA",WA,3535171,20160104002432,3152296,2.0,2.0,47.687965881737355,-122.35290494977848,2,1.0,1.0,1.0,1,1,1125,30,60,90,365,44,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2.47,52.0,567.5573663624511,254.48483177054607,20.0,5.0
2042,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,t,t,f,Private room,"Seattle, WA",WA,2037250,20160104002432,1865986,2.0,2.0,47.68464908459315,-122.35771619873259,2,1.0,1.0,1.0,2,3,30,30,60,90,365,23,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2,1.03,100.0,650.0,254.48483177054607,50.0,0.0
2043,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,f,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Private room,"Seattle, WA",WA,2605975,20160104002432,4746283,1.0,1.0,47.68940563322307,-122.3481264723316,1,1.0,1.0,1.0,1,1,21,10,40,70,345,52,89.0,9.0,9.0,10.0,9.0,9.0,9.0,1,2.73,50.0,567.5573663624511,254.48483177054607,10.0,10.0
2044,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Private room,"Seattle, WA",WA,4825472,20160104002432,19992117,1.0,1.0,47.685269161035244,-122.36550350340299,2,1.0,1.0,1.0,0,2,21,24,53,83,357,15,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1,2.15,35.0,300.0,500.0,50.0,0.0
2046,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,587584,20160104002432,2796016,3.0,3.0,47.687782142393615,-122.34859609133233,4,1.0,2.0,2.0,4,2,365,29,55,85,174,11,100.0,9.0,9.0,10.0,10.0,9.0,9.0,2,0.26,99.0,600.0,500.0,80.0,25.0
2048,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Other neighborhoods,House,f,f,f,Entire home/apt,"Seattle, WA",WA,354453,20160104002432,62386,4.0,4.0,47.69985568970087,-122.34811668005436,4,1.2594687006838505,2.0,4.0,4,2,28,30,60,90,365,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,4,2.078918834221248,150.0,700.0,254.48483177054607,50.0,50.0
2050,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,3793790,20160104002432,17795956,2.0,2.0,47.541755913224414,-122.28928912722868,2,1.0,1.0,1.0,1,1,1125,18,48,74,348,39,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2,2.3,45.0,250.0,254.48483177054607,61.71090387374462,20.0
2051,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,9013210,20160104002432,12033608,1.0,1.0,47.54290734285079,-122.29668315361708,2,1.5,1.0,1.0,1,1,10,24,54,84,359,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1.25,60.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2056,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,f,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,West Seattle,House,f,f,f,Entire home/apt,"Seattle, WA",WA,8634897,20160104002432,45096683,1.0,1.0,47.51501214147967,-122.39555060802635,6,2.5,3.0,3.0,4,2,1125,23,50,80,289,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.09,270.0,567.5573663624511,300.0,55.0,10.0
2058,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,West Seattle,House,f,f,f,Entire home/apt,"Seattle, WA",WA,6937492,20160104002432,36373396,1.0,1.0,47.518624091005094,-122.38637040342873,4,1.5,2.0,3.0,1,2,1125,30,60,90,361,14,91.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.46,165.0,567.5573663624511,254.48483177054607,75.0,0.0
2059,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,West Seattle,House,f,f,f,Entire home/apt,"Seattle, WA",WA,1048798,20160104002432,5774906,1.0,1.0,47.52678914038067,-122.38346175078756,4,2.0,1.0,2.0,4,2,365,25,51,81,356,106,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.23,129.0,567.5573663624511,500.0,100.0,25.0
2060,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,West Seattle,House,f,f,f,Private room,"Seattle, WA",WA,613020,20160104002432,3040367,1.0,1.0,47.51855218700446,-122.3911882027383,2,1.0,1.0,2.0,1,2,180,0,0,0,29,105,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.51,75.0,510.0,254.48483177054607,10.0,0.0
2062,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,West Seattle,House,f,f,f,Entire home/apt,"Seattle, WA",WA,6215943,20160104002432,31108433,1.0,1.0,47.518390765004455,-122.38848936562582,7,1.5,3.0,4.0,7,2,1125,30,60,90,352,7,90.0,9.0,9.0,10.0,9.0,9.0,10.0,1,0.99,177.0,567.5573663624511,250.0,100.0,25.0
2063,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,West Seattle,House,t,t,f,Private room,"Seattle, WA",WA,4069543,20160104002432,6584748,2.0,2.0,47.53212815525277,-122.39078463446242,5,1.5,1.0,2.0,2,1,1125,21,46,66,338,67,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2,4.17,85.0,567.5573663624511,254.48483177054607,61.71090387374462,10.0
2064,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,West Seattle,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,3986788,20160104002432,13976883,1.0,1.0,47.525475734334485,-122.38854780598548,2,1.0,1.0,1.0,2,3,1125,17,47,76,76,6,90.0,9.0,10.0,9.0,9.0,10.0,10.0,1,1.06,87.0,500.0,100.0,35.0,30.0
2065,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,West Seattle,House,f,f,f,Private room,"Seattle, WA",WA,3968416,20160104002432,20495686,1.0,1.0,47.52480878739996,-122.38722402276122,2,1.0,1.0,1.0,2,1,5,1,22,51,51,31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.89,78.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2066,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,1806899,20160104002432,9469827,2.0,2.0,47.58468275254588,-122.31157203915072,2,1.5,1.0,1.0,2,2,1125,9,16,31,306,70,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2,3.39,60.0,425.0,254.48483177054607,61.71090387374462,0.0
2067,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,6168769,20160104002432,1747753,1.0,1.0,47.579824856299325,-122.3068797604694,2,1.0,1.0,1.0,1,1,90,0,19,49,324,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.12,80.0,450.0,254.48483177054607,25.0,10.0
2069,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,1925661,20160104002432,9975709,1.0,1.0,47.577794696487395,-122.30258130174605,2,1.0,1.0,1.0,1,2,1125,14,18,48,323,23,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1.18,39.0,292.0,300.0,35.0,35.0
2070,Futon,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,t,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,4760968,20160104002432,7740890,1.0,1.0,47.57878466258972,-122.30795585640976,2,1.0,1.0,1.0,1,1,25,3,30,60,335,64,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4.91,60.0,450.0,254.48483177054607,5.0,0.0
2071,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,3953365,20160104002432,18422078,3.0,3.0,47.577472352894105,-122.30308037965868,1,1.0,1.0,1.0,1,1,3,30,60,89,89,57,96.0,10.0,10.0,10.0,10.0,9.0,9.0,3,3.44,42.0,567.5573663624511,150.0,61.71090387374462,0.0
2073,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,f,WASHINGTON,2016-01-04,Seattle,Beacon Hill,Apartment,f,f,f,Private room,"Seattle, WA",WA,7828509,20160104002432,14099568,1.0,1.0,47.57902012729861,-122.31574319893629,1,1.0,1.0,1.0,1,1,1125,30,60,90,365,1,100.0,8.0,8.0,10.0,10.0,10.0,8.0,1,0.35,60.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2075,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Private room,"Seattle, WA",WA,1323634,20160104002432,862329,11.0,11.0,47.5756677245451,-122.30331694123487,3,2.0,1.0,2.0,1,1,30,30,60,90,365,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,11,0.04,89.0,567.5573663624511,100.0,40.0,13.0
2076,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Private room,"Seattle, WA",WA,571640,20160104002432,862329,11.0,11.0,47.57618629337753,-122.30386721433008,3,1.0,1.0,2.0,1,1,30,30,60,90,365,7,90.0,8.0,9.0,10.0,10.0,8.0,9.0,11,0.17,79.0,567.5573663624511,100.0,40.0,15.0
2077,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Private room,"Seattle, WA",WA,613151,20160104002432,862329,11.0,11.0,47.57608514622383,-122.30402714524742,6,1.0,1.0,4.0,1,1,60,30,60,90,365,4,87.0,8.0,7.0,6.0,6.0,7.0,7.0,11,0.1,169.0,567.5573663624511,100.0,65.0,16.0
2078,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Private room,"Seattle, WA",WA,278192,20160104002432,862329,11.0,11.0,47.57741482471651,-122.30229960761706,3,1.0,1.0,3.0,1,1,31,30,60,90,365,14,95.0,9.0,8.0,10.0,10.0,8.0,9.0,11,0.3,79.0,567.5573663624511,95.0,50.0,15.0
2079,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Private room,"Seattle, WA",WA,571651,20160104002432,862329,11.0,11.0,47.57778726052835,-122.30279079623531,2,1.0,1.0,1.0,1,1,30,30,60,90,365,4,86.0,9.0,8.0,10.0,10.0,8.0,8.0,11,0.16,69.0,567.5573663624511,100.0,35.0,15.0
2080,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,7883181,20160104002432,14343317,1.0,1.0,47.58145636490471,-122.31537895186148,1,1.0,1.0,1.0,1,1,1125,30,60,62,178,4,90.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0.96,60.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
2082,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,Townhouse,f,f,f,Entire home/apt,"Seattle, WA",WA,6572501,20160104002432,9843873,1.0,1.0,47.57805989215265,-122.314009728676,4,2.0,2.0,2.0,2,1,1125,30,60,90,365,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,1,2.078918834221248,260.0,567.5573663624511,500.0,100.0,25.0
2083,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Entire home/apt,"Seattle, WA",WA,4668327,20160104002432,9469827,2.0,2.0,47.578412585057,-122.31579403162596,2,1.5,1.0,1.0,2,2,1125,0,0,0,121,18,91.0,10.0,9.0,10.0,9.0,9.0,9.0,2,2.41,100.0,660.0,254.48483177054607,35.0,10.0
2084,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Entire home/apt,"Seattle, WA",WA,7636185,20160104002432,2777369,1.0,1.0,47.572876156504535,-122.30987722082004,3,1.0,0.0,1.0,2,1,1125,16,42,70,330,24,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,5.9,90.0,550.0,250.0,50.0,20.0
2085,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,6421243,20160104002432,8284327,3.0,3.0,47.57274894275661,-122.30743249674757,2,1.0,1.0,1.0,1,2,1125,30,60,90,365,14,86.0,9.0,10.0,10.0,10.0,9.0,8.0,3,2.03,59.0,567.5573663624511,200.0,70.0,20.0
2086,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within an hour,f,f,WASHINGTON,2016-01-04,Seattle,Beacon Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,5580773,20160104002432,4183116,2.0,2.0,47.58016983386594,-122.31172788815635,3,1.0,2.0,2.0,0,2,5,0,0,27,27,8,91.0,9.0,9.0,10.0,10.0,10.0,10.0,2,1.07,70.0,567.5573663624511,254.48483177054607,30.0,0.0
2087,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,8737284,20160104002432,27628925,2.0,2.0,47.58777721365418,-122.31692014946668,3,1.0,1.0,2.0,2,2,1125,8,31,31,220,3,93.0,9.0,8.0,10.0,10.0,9.0,10.0,2,1.18,65.0,350.0,254.48483177054607,15.0,15.0
2088,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,t,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,Apartment,t,t,f,Entire home/apt,"Seattle, WA",WA,958475,20160104002432,5214978,1.0,1.0,47.58558082111753,-122.31195579494616,6,1.0,2.0,2.0,2,3,120,19,48,64,91,99,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,3.11,85.0,600.0,250.0,35.0,15.0
2089,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within a few hours,f,f,WASHINGTON,2016-01-04,Seattle,Beacon Hill,Apartment,f,f,f,Entire home/apt,"Seattle, WA",WA,8605841,20160104002432,34321359,2.0,2.0,47.57181223893098,-122.30818137636308,4,1.0,1.0,1.0,2,2,1125,7,7,9,284,2,70.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.05,74.0,500.0,254.48483177054607,45.0,15.0
2090,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,Bungalow,f,f,f,Entire home/apt,"Seattle, WA",WA,7500728,20160104002432,39289896,1.0,1.0,47.575439055502656,-122.30757135721352,2,1.0,0.0,1.0,1,2,1125,30,60,90,365,14,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1,2.71,99.0,567.5573663624511,254.48483177054607,60.0,0.0
2091,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Entire home/apt,"Seattle, WA",WA,606297,20160104002432,862329,11.0,11.0,47.577560782253094,-122.30428066418017,14,3.0,5.0,9.0,5,1,30,30,60,88,363,81,87.0,8.0,8.0,9.0,9.0,8.0,8.0,11,1.95,399.0,567.5573663624511,300.0,155.0,20.0
2096,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,f,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,143580,20160104002432,594315,1.0,1.0,47.583786700916974,-122.31676967675524,2,1.2594687006838505,1.0,1.0,1,2,21,21,51,81,356,238,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,4.31,75.0,567.5573663624511,100.0,61.71090387374462,0.0
2097,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Entire home/apt,"Seattle, WA",WA,611500,20160104002432,862329,11.0,11.0,47.57727069591886,-122.30185709286152,8,2.0,3.0,5.0,3,1,30,30,60,90,365,29,86.0,9.0,9.0,10.0,10.0,8.0,8.0,11,0.7,219.0,567.5573663624511,150.0,99.0,20.0
2098,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Entire home/apt,"Seattle, WA",WA,264829,20160104002432,862329,11.0,11.0,47.575290972156935,-122.30204873393407,7,1.0,2.0,4.0,2,1,60,30,60,90,365,41,89.0,8.0,8.0,9.0,10.0,8.0,9.0,11,0.83,165.0,567.5573663624511,150.0,75.0,17.0
2099,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,t,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,1856851,20160104002432,9059113,2.0,2.0,47.58946164877133,-122.31099392133815,2,1.5,1.0,1.0,1,1,90,22,52,82,189,45,95.0,9.0,10.0,10.0,10.0,9.0,9.0,2,1.79,87.0,510.0,254.48483177054607,15.0,5.0
2100,Real Bed,2016-01-04,strict,Seattle,United States,US,none,t,100%,t,t,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Entire home/apt,"Seattle, WA",WA,1317919,20160104002432,862329,11.0,11.0,47.577645734846925,-122.30245216635872,6,2.0,2.0,3.0,2,1,30,30,60,90,365,0,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,11,2.078918834221248,169.0,567.5573663624511,125.0,75.0,15.0
2101,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,f,f,within a few hours,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,392140,20160104002432,3313235,1.0,1.0,47.585130274413316,-122.31526144655828,2,1.0,1.0,1.0,1,2,7,30,60,90,365,137,97.0,10.0,9.0,10.0,10.0,9.0,9.0,1,3.07,75.0,567.5573663624511,254.48483177054607,61.71090387374462,15.0
2102,Real Bed,2016-01-04,moderate,Seattle,United States,US,none,t,100%,t,t,f,within a day,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,t,t,f,Shared room,"Seattle, WA",WA,3139972,20160104002432,3404649,2.0,2.0,47.5718625553106,-122.30666680304267,1,1.0,1.0,1.0,0,1,1125,18,48,78,353,81,94.0,10.0,9.0,10.0,10.0,9.0,10.0,2,4.22,30.0,567.5573663624511,254.48483177054607,8.0,0.0
2103,Real Bed,2016-01-04,flexible,Seattle,United States,US,none,t,100%,t,t,f,within an hour,f,t,WASHINGTON,2016-01-04,Seattle,Beacon Hill,House,f,f,f,Private room,"Seattle, WA",WA,10020221,20160104002432,8312164,1.0,1.0,47.57706217874174,-122.30888762226849,2,1.0,1.0,1.0,1,1,1125,18,30,60,335,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,55.0,567.5573663624511,254.48483177054607,61.71090387374462,0.0
